score,content
0,哦 哈 怂 哦 精辟 手机 点评
1,安安 想 听 伤心 音乐
0,美女 都 上 哪
0,那 一个 很漂亮 女孩 拿 哦
0,这 还 叫 好事
1,讨厌 但是 爱
1,骗人 都 别加
0,只是 觉得 很 可爱
0,爱 上 英语老师 我该 怎么 去 表白
0,说 的话 深奥 不会 吧 小
0,欢迎 玉 兔
0,烟厂 那好 好玩
1,可是 别人 感觉 很 脆弱
0,打 比较 好玩
0,姐 去 赞
0,好 吃 吧 好吃
0,你们 群里 除了 能 提示 签到 结果 还 能 干嘛
0,说 喜欢 时尚
1,加 进群 不行
0,怎么 知道 喜欢 聊 呢
0,犀利 索尼公司 看
1,要 陪 说说话 吧 我快 郁闷死
1,妖 今天 悲剧
1,骗人 说大话 掉 大牙
1,好 吧 伤心 不 收听
1,给 别人 发图片 咋 老 失败 咋 回事
1,听 不 清楚 小七
0,小胖 喜欢 奥
1,你好 可以 跟 说 烦恼
0,晚上 好像 反应 慢 唉
1,喜欢 割头 倒 多久 自己 不行 爸爸妈妈 大 笨蛋
0,今朝 风流 今朝 醉
0,新闻 大求 真 都 比 爱 春天 好看
0,单方面 付出 有用吗
0,看 好看 结局 太惨
0,小可 帅哥 还是 美女
0,我们 坚强 后盾
1,听歌 亿个 伤心
0,中国 最 有钱 商人 谁
0,数学题 给 开通 一下 呗
0,小金 喜欢 我昂
0,空气 里 系 可爱 停办
1,比须 想 我会 生气
0,机器人 赞下 头像
0,谁 这么 这么 聪明 呢
0,求 下雨 淹得 人来人往
1,红眼 垃圾 不 解释
1,机器人 也 会 骗人 噢
0,把 机器人 研究 明白
1,看 喜欢 忽悠 人 吧 小
1,越来越 人 看不顺眼
0,对 老师 好 尊重
0,美女 也 知道
1,早上 六点 多 回答 一点 都 不 对
1,看见 个 恶心 人
0,风风火火 闯 九州 接下去
1,那 买个 不行
1,不 机器 玩
1,只 说 安慰 怎么 不 安慰
0,喜欢 人 喜欢 粉丝 们
1,你妹 才 想不开 呢
1,皇上 惹 生气
0,小黑 分手 快乐
0,第一次 做愛覺 如何 美女
1,神经病 我发 图片
0,好好 不 生气
1,浅谈 得瑟 性无能 之间 关系
0,雪 茉 好笑
1,知道 文明 干嘛 说 不 文明
1,反而 还会 生气
0,去 寻找 那 蓝精灵 吧
0,施 新春 喜欢
0,积分 最高 吧
1,没理由 就是 老子
0,祝贺 人 抓狂
0,玉帝 唱 不错
1,男朋友 受伤 没 时间 照顾 他
0,之二 纪检 慎重
1,确实 我狠 不 满意
1,不行 谁 交 答题 不 正确
0,好好 好 结婚 好好 好好
0,至尊 嗨 曲
1,无 语 换个 话题 吧
1,他 有种 闭嘴
0,会 天天 赞人
0,平安夜 怎么 过得
1,希望 考虑 先到 卫生 很 注意 老 刘 发了 傻
1,舊勢力 嘛 可能 說 沒 搞不好 就 能 造出 一個 來
0,我要 跟 喜欢 人 表白
1,无聊 时候 就 找 陪
1,这 不 科学 不 现实
0,每个 区 最 繁华
1,人家 还 说 病
1,同事 说 机器人 聊天 无聊
1,雨蒙蒙 这个 元
1,呵呵 挺 辛苦 都 午夜 还 班
0,喜欢 骑马
0,诚信 第一 那 善良 呢
0,给 叔叔 什么 电视节目 就 可 轻松 获得 节目单
0,那 支持 中国 抢回 钓鱼岛
1,恼火 跟 聊天 好累
1,可会 被 拒绝 会 伤心
1,别 上火 过 几天 就 会 好
0,爸爸 编程技术 不错
0,每天 签到 惊喜 哦
1,只是 狠 伤心
1,可惜 这个 用法 不 怎样 哦 呵呵
0,越 简洁 越 深奥
0,喂 听说 喜欢 欢迎
1,无聊 闲 没事干
1,不 好好 工作 炒
0,形容 兴致 极高 精神饱满 吃
0,那 陪 聊会 把 谢谢
0,很 喜欢 这段话
1,这么 简单 也 太 没用 吧
0,到家 啦 吃饭 快乐 墨迹 辣 旅进旅退 婆娘
0,为什么 晚上 越 听歌 越来 神
1,不好意思 行 不
0,空手道 还是 自由 搏击 咯
1,挂科 很 难看
1,自大 人 都 不会 好 结果
0,世界 上 最 豪华 酒店 那 一座
0,玲珑 音乐 中 代表 什么
0,把 给 卖 就 有钱
1,就是 流氓 就是 下流 能 把 怎么样
0,为什么 别人 都 那么 心计
0,谁 同意 换 名字
1,夜班 才 没劲
0,亏点 赚 信誉
0,诶 以为 会 谦虚 没想到 这么 傲
1,机器人 他 老板 一样 反应 太慢 啦
0,老婆 这 今晚 收到 最好 礼物 谢谢
0,每个 人来 开心 就 好
1,为什么 上 淘宝 搜 东西 就 网页 不行 呢
0,给 讲个 幽默 故事 好
0,愿大 开心 快玩 好 每 一天
0,那 就 谢谢 夸奖
0,七弟 开心 我们 大家 都 开心
1,看 声音 对方 还 能 更 难看 女 机器人
1,就 知道 开始 混乱 吧
0,谢谢 哦 会 一直 陪伴
0,啊呀 美女 不是 帅 比
0,爱上 别人 人 你好
0,叫 妹妹 都 便宜
0,那 只 属于 因为 对 最好
0,找 女朋友 最好 四川
0,全能 炼金 师
1,修改 名片 魔鬼
1,咖喱 蚊子 神经病
1,觉得 讨厌 嘛
1,这次 为什么 不行
0,逍遥 高手 中 高手
0,有个 女同学 喜欢
1,你好 今天 被 吼 心情 不好 怎 麽 办
0,创建 谷歌 快捷 桌面
0,管管 哪个 国家 最 富有
1,总管 给 灌 上 瓶 敌敌畏 喝
1,孤独 自己 注意 身体
0,聪明人 一般 都 很 笨
0,贝贝 欢迎 新 朋友
1,不好意思 只有 沙漠
0,汗 比 都 聪明
1,无 语 叫姐 笨蛋
1,心情 不好 叫 闭嘴
1,一直 跟 个人 不行 非 换来换去
1,一向 都 很淡 定 可是 关键时刻 朋友 们 都 忘 悲
0,玲珑 打 那么
0,这样 就 比较 规范
0,什么 事 有趣 事
1,口音 不 对
1,哎 呦 做 亏心事 不敢 回答
0,哈哈 这个 机器人 比 人 好使
0,艾尔之光 最新 活动
0,喜欢 何 大妈
1,送 去 神经病 院好
1,那 都 没理 呜呜 呜呜
0,恩格斯 歌颂 各个 如果 人
1,今晚 会战 危险 啰
0,真的 那 可 幸福 死
1,知道 幽冥 什么
0,说 快 维护
0,帮 写 一篇 关于 大自然 作文
0,嗯 呢 这么 便宜 他 不 秒 别人 也 秒
0,就是 这么 希望 死 嘿嘿
0,铁皮 帮 找 一下 最新 酷 软件
1,手机 党 看 这 东西 得 郁闷死
0,人家 可是 正宗 良民
1,那装 什么 可怜
1,伤心 女人 歌词
0,接龙 过 几天 才 可以
0,那 准备 好吃
1,哎哟 我会 不好意思 啦
1,看不惯 一些 骂人 粉丝
1,长得 特别 险象环生 对 吧
0,萍萍 给 哥 大笑 一个
0,也 也 也 谦虚 立足 之本 很 谦虚 但是 认为
0,男人 染 什么 颜色 头发 好看
0,说 人 怎么 才能 变 聪明
1,有时 精明 有时 糊涂
0,说 喜欢 一个 人 但 不 知道 怎么办
1,彩虹 棒棒糖 伤心 离 我们 而 去 大家 向 默哀 分钟
0,宿迁 中心 路会 偏慢 呢
0,怎么 说 高兴 呢
0,呢 疱太少 妙语连珠 为什么 虎年 吉祥
0,她 见 过 最好 老师 帮帮我
0,而且 吃 过 呢 好 好吃 吃 过
0,工作 开心 什么 累 都 没有 呢
1,多大 几率 失败
0,哇塞 找到 好看 小说
0,说 意思 可爱 哦
0,谈恋爱 被 老师 发现
0,嗯 当然 真的 谢谢 也 爱 哦
0,党 最高 领导 机关
0,也 找 美女 呢 打着灯笼 也 没有 看到
0,需要 刷 钻 刷赞 都 可以 找 哦
1,全世界 哪个 国家 最 落后
1,小气鬼 不加 就 不加 跟 老板 讲 不听话
0,喜欢 思思
0,个 更 高兴 哈哈
1,男 女 还会 害羞
0,事实上 事实 事实 事实 事实 事实上 身上
0,好心 人 给 个贊 吧 必回
1,小 霸道 泡
1,最近 总是 被 坏 情绪 影响 什么 办法 可以 解决
0,头发 怎么 进展 酷爱
0,这样 默默 吃醋 者 自制
0,帮 搜 一下 谢谢
1,妈 我影 啦
1,逼烦 很 吵 人
0,皇后 刚刚 好 黄婧顾
0,给 找 两 美女
0,手机 软件 挺好用
0,知道 可是 发现 说 轻松 可是 做 起来 有点 难
0,知道 今年 热点
1,说 好 严重
0,别谦虚 过头 就 好
1,你别 侮辱 人
1,哈哈 害羞 是不是 被 小捷 说 中 什么
1,美女 辛苦 谢谢
0,哥 嗯 嗯 同意
1,哦 上班 好烦
0,明天 网上 等
1,萨卡 很 冷酷
1,笨笨 肯定 伤心
0,丫头 被 算计 好看
0,哇 好好 哦 偶 就 不是 这样
0,容 嬷嬷 很坏 还 喜欢
1,俺 都 命苦 人
1,有种 方法 我们 偷偷 去 家
0,嘟嘟 很 优雅
0,小希有 心上人 宇 不要 逼 他
0,情殇 喜欢 土豆
0,那当 男朋友 好
1,机械 人 也 自我
1,稳定 料 滚 没有
0,祝 大家 新年快乐 万事如意 笑容满面
0,安安 好好 休息 哦
1,全 恶心 出来
1,什么 群 垃圾
0,喜欢 一个 人 该 怎么 对 她 说
1,难怪 他们 恨
1,谁 骂人 就 给 踢
0,还有 什么 好玩 不
0,晚上 要 老公 来 唱 两首 他 唱歌 好听 去 做饭
0,最好 赶紧 走开
0,很 纯洁 滴
1,不行 这样 回答 我会 扣分
1,可怜 孩纸 没钱 吃饭
0,什么 叫 好像 本来 就是 智商 多 高
0,修改 他人 名片 幸福 阳光
1,用 套子 才 麻烦
1,日本 人 不 好好 人
0,什么 好看 小说 要 玄幻类 型
0,清秀 山是 要 门票 吧
1,能 帮 解决 爱情 上 烦恼
0,小 二 快 喊 舒服
1,改 就 没意思
1,什么 我要 投诉
0,把 卖 就 有钱 吧
1,麻烦 帮 上网 查 一下 吧
0,黑兔 好羡慕 你活 简单 世界 里 不 复杂
1,不好 不 认识
1,昨天 拖拉 抠 他们 地
0,聪明人 说 聪明 话 做 聪明 事
0,人品 超炫 素雅
1,觉得 他 该死
1,淡然 冤家 好
1,是因为 失恋 呢
0,发 错认 吧
0,叫 美女 喽
0,你们 好好 上班
0,那 点 头像 赞下 就 不 踢
0,求赞 破 马上 列表 回赞
1,叫 七仔 不行 喔
0,好 什么 喜欢 人 拒绝
0,觉得 怎么 能 人 喜欢
1,同年同月 男女朋友 一起 久 谁 比较 容易 处于 弱势
1,老板 刚刚 有人 投诉
1,简单 又 太 幼稚 复杂 又 听不懂 无 语
1,现在 觉得 无所谓
1,手机 运行 速度 太慢
0,看到 正经 不了
0,雪儿 姐姐 元旦 快乐
0,靠 这么 干净
1,吃饭 吃 不 舒服
0,打字 这么 快 喔 喜欢 玩 英雄 联盟
0,最 喜欢 球星 谁
0,情人 得 劲
0,冲动 太 喜欢
1,好 伤心 阿 怎么办
1,又 唱 梦 翅膀 受伤
1,干嘛 要 去 虚拟 小鸭 难道 没见 过 表情 呲 牙
1,尴尬 要 怎么 大笑
1,难看 表情 大哭
1,找 老板 投诉 不会 讲 笑话
1,难过 没有 感觉 对
1,有时候 会 觉得 无聊
1,看 一个 人 胸襟 要 看 他 如何 面对 失败 及 被 人 出卖
0,喜欢 上 肿 办 真的
0,谢 恋恋 凶吉
0,比 聪明 他
1,所以 才 会 说 讨厌
1,地球 大 危险 喽
1,以后 无聊 多 陪 聊聊天 哈
1,发了 一张 憎恨 全揽 看 灯笼 血红 染安 新车 漏雨 感恩 于 文霞 等 呢 恩
1,更 色情 有没有
0,每次 都 这个 发骚 妩媚 姿势
0,管事 好 没 宝贝
1,做 男朋友 好 不想 过 光棍节
0,说 红色 雪花 他 女
0,智能 机器人 本周 发言 次 本次 获得 发言 奖励 学分
0,低调 转瞬 叫 爸爸 给 糖果 吃
1,叫 群主 垃圾
0,多谢 主要 干什么 工作
0,泪 转身 滑落 那一刻 原创 作品 喜欢 请 收听
1,跟着 只有 伤心 分
0,就 拒绝 那么 一次
0,价比 最高 手机
0,只 喜欢 她 我该 怎么办
1,妈 还 没 就 吃
1,叮当猫 也 不 清楚
0,七点 准时 哦
0,怎么 做 喜欢
0,知道 哦 这 首歌 挺 好听 呢 什么 意思
0,如 题 蒸锅 什么 很 诱人 传统
0,那 可爱 看看
1,霸道 真 不是 东西
0,他 有时候 很 聪明
0,突然 觉得 好 喜欢 沉珂 认识
0,还有 其它 元旦 祝福
1,悲剧 背包 动不动 就 满
0,完全 没 语言
0,一早 晚 两个 苹果 可以 有效 改善 便秘
1,为 嘛 不 可爱
0,我要 听 可口可乐
0,还 得 写 真实
1,雾色 苍茫 看 劲松
0,真色 非常 漂亮
0,喜欢 什么样 聊天 呢
1,他 妈 学生 一年级 时候 他 就 记住 却 把 他 忘
0,呵呵 很 乐观
0,哈哈 姐 漂亮 不
0,去 找 美女吧
0,昌荣 传播 精灵
1,岳超 记性 也 不好
1,讨厌 干嘛 不 说话
1,好多 打劫 卡 没用
0,最好 把 给 强 免得 他 老 向 说 苦
1,很 怀疑 所以 语言 不当
0,就 文明 米个 山 驴 比
0,顺德 大 良好 还是 北站
1,二可 知道 就 不好 呢
0,谢谢 拥有 表情 玫瑰
1,快 走 吧 伤心
0,去 看 神探 夏洛克 非常 好看
0,机器人 精彩 干上
0,美女 爱爱 腿 间
1,斤关 身体 不好 什么 关联
0,请 美女 吃 一顿饭 可以 玩 好长时间 哈哈哈
0,也 很 高兴 怎么 称呼
0,知道 火 菩萨 喜欢 谁
0,叫焰 小二 机器人 很 乐意 为您服务
0,小玉姐 漂亮 不
1,聊得 挺 无聊
0,新 一天 快乐 起点
1,丢 妹 自己 去 买 不好 开窗口
1,真孟 忽悠 流量
0,把 电话 给 别人 宝贝 温柔 不 打电话 给 彬 给 罗 总
1,不行 记不住 号
1,地下城 玩 怎样
1,这是 垃圾 群
0,管理 太为 我们 着想
0,好用 电脑屏幕 录像 软件 哪些
0,什么 办法 可以 每天 都 开开心心 呢
0,帮 预约 一个 美女
0,一个 人 也 要 过 开开心心
0,哦 哦 吃醋 啦 哈哈哈
1,不好意思 亲 俺 没收
0,男女 喜欢 可
1,我覺 得 不行
0,依依 一天 打
0,那 称赞 这 都 不 懂
1,那来 撒闹 害怕 这哇
0,可是 最 关心
0,周末 愉快 双休 刚 从 杭州 回来 苏州 下周 还 去 杭州
0,想 等 他 主动 找
0,噢 有些 性冲动 怎么办
1,哎 呦 怎么 害羞 啦
0,什么 高兴 事 呢
1,想 生气 啦 这 哪里 天气
1,多 无聊
0,俺 也 喜欢 紫色
1,群主 不 满意 这些 机器人 的话 可以 踢掉 他们 可是 免费 哦
1,她 妈 机器人 死
0,东莞 哪家 菜 比较 有名
1,特么加 好友 骂 两句 不 愿意
0,岁 以上 老 男人 容易 得 什么 病 真正 需要 什么
1,真 讨厌 就 许 人家 听话 发过来
1,一个 人 快活 两个 人 生活 三个 人 就是 你死我活
0,哦 那 知道 怎么样 变 坚强
0,中山 中国 法定 结婚年龄
1,就 把 当做 倾听 者 介意 不 嘞
1,别吵 有人 发火
1,取钱 时候 要 小心 俩 骗子
1,谁家 女 伤心 泪
1,豆豆 我们 领导 心情 不好
0,她 世上 最 快乐 幸福 女人
0,找 美女 破处
1,走 您 聊 没意思
1,不 对 姐姐 哦
1,不 我们 一起 玩游戏
1,哎 呦 喂 生活 很 美好 现实 很 残忍
1,很 讨厌 家里人
0,哥哥 说 逍遥 群
1,那个 设置 性别 名片 哪个 怎么 不行
1,朋友 好 虚伪 噢
1,什么 治疗 伤心 办法
0,联通 移动 电信 哪个 最好
0,虽然 机器人 但是 依然 会 说话
0,原来 比 大 好多
0,辉煌 机器人 猪
1,郁闷 不至于 就是 习惯性 睡不着
0,喜欢 看致 美丽
0,十点 半 中心 主任
0,真 羡慕 不用 吃 东西 还有 感情
0,机器人 也 知道 噢 这 首歌 挺 好听
1,窝囊废 个 没 速度 为什么 面前 耀武扬威
1,军 军 宝贝 辛苦
0,一脸 和蔼 表情
0,呵呵 这个 不错 还有 别的
1,跟 说 好 无聊
0,看 我结 可能
0,欢迎 菲菲 说
1,忘情水 秘书 傻
0,猜猜 喜欢 明星 谁
1,这 诈骗 知道 嘛
1,奶奶 心情 不爽
0,跪地 磕头 把
0,群主 最好 标明
0,喜欢 什样 音乐
1,上面 人 说 鄙视
1,小 偷偷 卫生纸
0,中午 吃 什么 比较 健康
1,妈 找 他 去
1,问 切菜 说 不是 真是 本
0,女皇 高兴 给 吃 包子
1,可是 问 什么 都 说 不 知道
1,遇到 流氓 打扰 怎么办
0,做 传统 生意 请 关照
1,新闻 播报 北京 春节 万人创 游园 新高 检票 等 岗位 最 辛苦
0,真正 客车 芒星 货运 直达 镇江 客车
0,玲 精液 好吃
0,龙哥 元宵节 快乐
0,挺 开朗 嘛
0,出来 互赞 啦
0,唱电音 一定 要 唱 自己 最 熟悉 歌
0,额 最 漂亮 最 黄色
1,妈妈 两千万 就 爆个 月 光芒
1,冷漠 很 好
1,我要 侵略 这个 世界 愚蠢 人类 们
0,深圳 北到 广州 南 高铁 准时 一般 要 多长时间
0,搞 得 很 谦虚 但是 认为 说 特别 尤其 相当 对
0,带 美女 过去 文爱
1,麻烦 就要 发
0,情人节 快乐 答 大家 情人节 快乐
0,机器人 贵州 最 有名 餐馆 哪
1,要 不 说
1,他妈的 欠揍 老子 很 不爽 敢 放 叼
1,删除 全部 非法 关键字
0,真正 朋友 什么 把 看透 还 愿意 成为 朋友
0,我特 喜欢 听 他 唱的歌 也 喜欢 这样 风格 我们 喜欢 同一个 歌手
1,那当 一天 走 方向 错误 该 怎么办
0,来 益达 关心 牙齿 更 关心
0,百度 大自然 语言 作文
0,老虎 高级 找
0,还 不错 哦 试试
0,有人 在乎 感受
1,卡特 凶残 嘛
0,明白 罗 厉害
0,怎么 追 漂亮女孩
0,真诚 为 广大 想 上 四川 高校 同学 服务 有意者 私聊 谢谢
0,晓宇 招收 大量 管理
1,抱歉 哦 掉线 该 睡觉 哦 晚安 谢谢
1,发火 这个 机器人 怎么 当
1,我们 玩 过家家 不行
0,丝雨 晚上 好
0,千万 人死 一个 人 踩 着 尸体 爬 最高
1,病 病 不轻 行 吧
0,那 快点 努力 去 吧 努力 后 好好 讲话
0,呵呵 不错 拜拜
0,喜欢 女孩 送 一条 围巾
1,废话 真 多 小姐 睡觉 会 给 钱
0,唉 那么 在乎 友情 看 得 那么 重 为什么 觉得 自己 自作多情
0,问 清闲 答 青年 多 欢乐
0,长大 能 干嘛
0,玲珑 小 以为 小巧玲珑 嘛
1,糟糕 下载速度 又 慢
0,比 小孩 可爱
1,不 骗 啦
1,先提 这个 不行
1,爱哥 就是 花心
0,安乐 什么 东东
0,美女 素 谁
0,居然 敢 比 笑 好看
0,喜欢 就 天天 找我聊 天撒 而 不是 找
0,太 二 根本 听不懂 说 的话 而是 理解 不透
1,世界 上 怎么 那么 多 烦心事
0,呵呵 别太 认真
1,就是 一脸 幸福 娇羞 表情
1,应该 说 群主 最坏
0,能 欣赏 歌
1,不 清楚 就 对
0,因为 现在 很 开心
0,额 老家 健康 快乐
1,好 无聊 过来 陪我玩 呗
0,吃 什么 精神
0,动容 子 打电话
1,把 呆呆 整哭
1,呆呆 最笨 呢
1,呢 好 弱智
0,应该 期盼 什么
0,呵呵 温度 刚好
1,讨厌 蓓儿 爽
0,爱 上 老公 人 怎么办
0,漂亮 妹纸 不
0,民治 什么 好吃 介绍
1,小琪 真 淘气
0,突然 间 喜欢 上
0,可是 还是 很 想念
0,喜欢 笑傲江湖 中 哪个 女主角
1,你老 不 同意
0,安然 那 问题
1,说 声音 难听 硬是 说好听
0,恋恋 人品 人
0,美女 奶子 美女
1,受伤 又 怎样
1,抱歉 没 找到 黑色 星期五 歌词
0,还 礼仪之邦 呢 看 构思 之邦
1,就是说 你好 可怜 明 把 老板 炒 吧
0,谁 来 好好 爱 呢
0,如果 有个 女生 喜欢 该 怎 麽 办
0,哦 擦 嘞 您 爱好
1,为 毛 发表 情 没用
0,为 到底 多 聪明
0,经验 都 出来 好好 学学 大家
1,为什么 要 可恶 男人
0,孩子 我会 好好 抚养 长大
0,中国 好 声音 里 好 听的歌 哪些
1,还 知道 失望
0,后天 要 祝福 她 哦
0,给 温柔 上 马甲
0,快乐 别下去 哈
1,才 他 说 他 小 不 合适
